"id_tps"	"name"	"sex"	"set"	"nat"	"age"	"weight"	"height"	"Attractiveness"
"13"	"M15"	"M"	"BRAZ"	"BRAZ"	24	56	175	1.33333
"14"	"M16"	"M"	"BRAZ"	"BRAZ"	21	62	172	1.88889
"15"	"M17"	"M"	"BRAZ"	"BRAZ"	22	64	167	1.88889
"16"	"M18"	"M"	"BRAZ"	"BRAZ"	21	83	186	1.88889
"17"	"M19"	"M"	"BRAZ"	"BRAZ"	21	71	180	1.14815
"18"	"M20"	"M"	"BRAZ"	"BRAZ"	24	68	170	2.11111
"19"	"M21"	"M"	"BRAZ"	"BRAZ"	21	59	162	1.81481
"20"	"M22"	"M"	"BRAZ"	"BRAZ"	21	77	191	2.2963
"21"	"M23"	"M"	"BRAZ"	"BRAZ"	22	74	168	1.77778
"22"	"M24"	"M"	"BRAZ"	"BRAZ"	22	58	173	1.88889
"23"	"M25"	"M"	"BRAZ"	"BRAZ"	26	80	189	2.96296
"24"	"M26"	"M"	"BRAZ"	"BRAZ"	30	84	181	1.18519
"25"	"M28"	"M"	"BRAZ"	"BRAZ"	19	60	164	1.85185
"26"	"M33"	"M"	"BRAZ"	"BRAZ"	20	54	166	2
"27"	"M34"	"M"	"BRAZ"	"BRAZ"	23	78	178	3.07407
"28"	"M35"	"M"	"BRAZ"	"BRAZ"	19	75	173	1.74074
"29"	"M36"	"M"	"BRAZ"	"BRAZ"	19	94	188	1.55556
"30"	"M37"	"M"	"BRAZ"	"BRAZ"	21	82	182	2.14815
"31"	"M38"	"M"	"BRAZ"	"BRAZ"	32	75	175	1.59259
"32"	"M39"	"M"	"BRAZ"	"BRAZ"	19	67	172	1.77778
"33"	"M40"	"M"	"BRAZ"	"BRAZ"	26	69	174	2.88889
"34"	"M41"	"M"	"BRAZ"	"BRAZ"	26	79	178	2.18519
"35"	"M42"	"M"	"BRAZ"	"BRAZ"	20	72	185	2.25926
"36"	"M43"	"M"	"BRAZ"	"BRAZ"	20	52	168	1.48148
"37"	"M44"	"M"	"BRAZ"	"BRAZ"	32	81	177	1.2963
"38"	"M45"	"M"	"BRAZ"	"BRAZ"	20	89	176	1.22222
"39"	"M46"	"M"	"BRAZ"	"BRAZ"	20	60	175	2.14815
"40"	"M47"	"M"	"BRAZ"	"BRAZ"	20	63	181	1.85185
"41"	"M48a"	"M"	"BRAZ"	"BRAZ"	26	116	196	1.37037
"42"	"M48b"	"M"	"BRAZ"	"BRAZ"	19	75	178	1.85185
"43"	"M49"	"M"	"BRAZ"	"BRAZ"	23	57	176	1.51852
"44"	"M50"	"M"	"BRAZ"	"BRAZ"	22	65	181	1.96296
"45"	"M51"	"M"	"BRAZ"	"BRAZ"	27	72	177	4.2963
"46"	"M52"	"M"	"BRAZ"	"BRAZ"	20	56	178	1.25926
"47"	"M53"	"M"	"BRAZ"	"BRAZ"	18	65	183	2.2963
"48"	"M54"	"M"	"BRAZ"	"BRAZ"	23	65	175	3.03704
